Image_File,Modality,Bits_Stored,Shape,Original_Size_Bytes,Metadata_Size_Bytes,Parameter_Beta,Parameter_Codec,Stego_Capacity_Bits,Stego_Image_PSNR_dB,Stego_Image_SSIM,Final_Bin_Size_Bytes,CR,Bpp,Encoding_Time_s,Decoding_Time_s,Reversibility_Check
999.dcm,dx_8b,8,1024x1024,1049356,902,0.8,jxl,323600,52.495490702620884,0.9986989630021623,282446,3.7152446839395847,2.1548919677734375,1.5057435035705566,0.2587580680847168,True
999.dcm,dx_8b,8,1024x1024,1049356,902,0.8,j2k,323600,52.495490702620884,0.9986989630021623,312294,3.360154213657643,2.3826141357421875,0.4791266918182373,0.19559955596923828,True
999.dcm,dx_8b,8,1024x1024,1049356,902,0.8,jls,323600,52.495490702620884,0.9986989630021623,301182,3.48412587737647,2.2978363037109375,0.4109957218170166,0.14672446250915527,True
999.dcm,dx_8b,8,1024x1024,1049356,902,0.8,png,323600,52.495490702620884,0.9986989630021623,577834,1.8160163645614484,4.4085235595703125,0.2034454345703125,0.11544370651245117,True
111.dcm,mr_16b,12,3518x2800,19742826,858,0.4,jxl,399664,98.97186178523022,0.9999999534962233,944091,20.911994712374124,0.7667432794607325,2.1486763954162598,3.4389772415161133,True
111.dcm,mr_16b,12,3518x2800,19742826,858,0.4,j2k,399664,98.97186178523022,0.9999999534962233,986279,20.017485924368255,0.8010062535531552,1.691521167755127,1.3484508991241455,True
111.dcm,mr_16b,12,3518x2800,19742826,858,0.4,jls,399664,98.97186178523022,0.9999999534962233,948487,20.815072847598334,0.7703134898075205,0.6647372245788574,1.399134874343872,True
111.dcm,mr_16b,12,3518x2800,19742826,858,0.4,png,399664,98.97186178523022,0.9999999534962233,1691513,11.67169628610599,1.373761877690246,0.39327454566955566,1.3045010566711426,True
111.dcm,mr_16b,12,3518x2800,19742826,858,0.8,jxl,399664,92.31738584446978,0.9999998837912876,944405,20.90504179880454,0.7669982944855032,1.7216119766235352,2.0486748218536377,True
111.dcm,mr_16b,12,3518x2800,19742826,858,0.8,j2k,399664,92.31738584446978,0.9999998837912876,986943,20.004018469151713,0.8015455209940713,1.0978784561157227,1.5861518383026123,True
111.dcm,mr_16b,12,3518x2800,19742826,858,0.8,jls,399664,92.31738584446978,0.9999998837912876,948457,20.815731235048084,0.7702891253147081,0.7742764949798584,1.4340558052062988,True
111.dcm,mr_16b,12,3518x2800,19742826,858,0.8,png,399664,92.31738584446978,0.9999998837912876,1691539,11.67151688491959,1.373782993584017,0.42215657234191895,1.3108093738555908,True
222.dcm,mr_16b,12,3518x2800,19742826,858,0.4,jxl,192432,101.72226246930278,0.999999982203377,513481,38.4489903229136,0.41702347112807603,2.4520411491394043,2.625739574432373,True
222.dcm,mr_16b,12,3518x2800,19742826,858,0.4,j2k,192432,101.72226246930278,0.999999982203377,537142,36.75531982231887,0.4362397466092747,1.0181429386138916,1.3946771621704102,True
222.dcm,mr_16b,12,3518x2800,19742826,858,0.4,jls,192432,101.72226246930278,0.999999982203377,516532,38.221883639348576,0.4195013400471047,0.5959749221801758,1.4707303047180176,True
222.dcm,mr_16b,12,3518x2800,19742826,858,0.4,png,192432,101.72226246930278,0.999999982203377,935586,21.10209644009209,0.759835945748396,0.3437490463256836,1.4408257007598877,True
222.dcm,mr_16b,12,3518x2800,19742826,858,0.8,jxl,192432,95.89138344621604,0.99999994968998,513694,38.433047689869845,0.4171964590270446,1.4400503635406494,2.1677865982055664,True
222.dcm,mr_16b,12,3518x2800,19742826,858,0.8,j2k,192432,95.89138344621604,0.99999994968998,537626,36.72223069568808,0.436632827093316,0.785710334777832,1.529965877532959,True
222.dcm,mr_16b,12,3518x2800,19742826,858,0.8,jls,192432,95.89138344621604,0.99999994968998,516540,38.22129167150656,0.41950783724518803,0.6242630481719971,1.3914620876312256,True
222.dcm,mr_16b,12,3518x2800,19742826,858,0.8,png,192432,95.89138344621604,0.99999994968998,935750,21.098398076409296,0.7599691383091042,0.3503715991973877,1.3235337734222412,True
333.dcm,mr_16b,16,3580x2812,20134802,856,0.4,jxl,1837072,110.40220399958048,0.9999999943943096,3489150,5.770689709528108,2.772753641615741,2.982348918914795,2.547119617462158,True
333.dcm,mr_16b,16,3580x2812,20134802,856,0.4,j2k,1837072,110.40220399958048,0.9999999943943096,3518287,5.7228992404542325,2.7959081987014947,1.730907917022705,2.1812281608581543,True
333.dcm,mr_16b,16,3580x2812,20134802,856,0.4,jls,1837072,110.40220399958048,0.9999999943943096,3486541,5.775007952007448,2.7706803245468343,0.9371097087860107,1.6923577785491943,True
333.dcm,mr_16b,16,3580x2812,20134802,856,0.4,png,1837072,110.40220399958048,0.9999999943943096,5710993,3.5256219014801804,4.538405238522851,1.2675466537475586,1.503927230834961,True
333.dcm,mr_16b,16,3580x2812,20134802,856,0.8,jxl,1837072,99.85364439636832,0.9999999347589157,3489100,5.770772405491387,2.7727139076742136,2.961483955383301,5.713388442993164,True
333.dcm,mr_16b,16,3580x2812,20134802,856,0.8,j2k,1837072,99.85364439636832,0.9999999347589157,3518330,5.722829296853905,2.7959423698912085,2.9736382961273193,2.5426018238067627,True
333.dcm,mr_16b,16,3580x2812,20134802,856,0.8,jls,1837072,99.85364439636832,0.9999999347589157,3486606,5.77490028985208,2.77073197867082,1.7432751655578613,1.7157928943634033,True
333.dcm,mr_16b,16,3580x2812,20134802,856,0.8,png,1837072,99.85364439636832,0.9999999347589157,5711028,3.5256002947280245,4.5384330522819205,1.0639362335205078,2.1960396766662598,True
444.dcm,mr_16b,16,5056x2761,27920328,1857,0.4,jxl,3823320,124.42602962986656,0.9999999997070923,4052085,6.890360888283439,2.322175624315167,5.355235576629639,4.8412840366363525,True
444.dcm,mr_16b,16,5056x2761,27920328,1857,0.4,j2k,3823320,124.42602962986656,0.9999999997070923,7575433,3.6856412036117274,4.341341767567245,3.21250319480896,2.6256353855133057,True
444.dcm,mr_16b,16,5056x2761,27920328,1857,0.4,jls,3823320,124.42602962986656,0.9999999997070923,7352089,3.7976047351983904,4.21334741586015,1.1291322708129883,2.5068986415863037,True
444.dcm,mr_16b,16,5056x2761,27920328,1857,0.4,png,3823320,124.42602962986656,0.9999999997070923,9621081,2.901994900573023,5.513665132336018,1.2405800819396973,1.907970905303955,True
444.dcm,mr_16b,16,5056x2761,27920328,1857,0.8,jxl,3823320,113.98766688864775,0.9999999966847974,4053786,6.887469639492563,2.3231504362297644,4.010573863983154,4.504995584487915,True
444.dcm,mr_16b,16,5056x2761,27920328,1857,0.8,j2k,3823320,113.98766688864775,0.9999999966847974,7575480,3.6856183370558697,4.341368702405568,3.130974054336548,2.6301634311676025,True
444.dcm,mr_16b,16,5056x2761,27920328,1857,0.8,jls,3823320,113.98766688864775,0.9999999966847974,7352126,3.797585623532567,4.213368619881807,0.9383893013000488,2.484785318374634,True
444.dcm,mr_16b,16,5056x2761,27920328,1857,0.8,png,3823320,113.98766688864775,0.9999999966847974,9621134,2.901978914335878,5.513695505664339,1.1893956661224365,2.112581968307495,True
555.dcm,mr_16b,16,5386x2836,30550494,1860,0.4,jxl,5594808,121.75960979674525,0.9999999997047152,6059294,5.041923035918046,3.173506824620274,5.139671087265015,4.9344799518585205,True
555.dcm,mr_16b,16,5386x2836,30550494,1860,0.4,j2k,5594808,121.75960979674525,0.9999999997047152,11217567,2.7234509943198915,5.875111098774077,5.275712251663208,2.972325086593628,True
555.dcm,mr_16b,16,5386x2836,30550494,1860,0.4,jls,5594808,121.75960979674525,0.9999999997047152,10889375,2.805532365264306,5.703223160709713,1.1085717678070068,3.602191925048828,True
555.dcm,mr_16b,16,5386x2836,30550494,1860,0.4,png,5594808,121.75960979674525,0.9999999997047152,14307231,2.1353184274441364,7.493297935356619,2.0731914043426514,2.1566600799560547,True
555.dcm,mr_16b,16,5386x2836,30550494,1860,0.8,jxl,5594808,110.07550061209228,0.9999999947685465,6060837,5.040639436434275,3.174314958543201,5.190249919891357,4.5635826587677,True
555.dcm,mr_16b,16,5386x2836,30550494,1860,0.8,j2k,5594808,110.07550061209228,0.9999999947685465,11217746,2.72340753659425,5.8752048485940405,6.400388240814209,3.1659228801727295,True
555.dcm,mr_16b,16,5386x2836,30550494,1860,0.8,jls,5594808,110.07550061209228,0.9999999947685465,10889612,2.8054713060483696,5.703347287566312,1.2072820663452148,2.8216612339019775,True
555.dcm,mr_16b,16,5386x2836,30550494,1860,0.8,png,5594808,110.07550061209228,0.9999999947685465,14307400,2.135293204914939,7.493386447756473,1.640376091003418,2.1719892024993896,True
666.dcm,mr_16b,16,5944x3552,42227272,1854,0.4,jxl,7250416,123.03784289948332,0.9999999997860123,9404650,4.490041841004184,3.5635336716258657,8.310090065002441,6.770324945449829,True
666.dcm,mr_16b,16,5944x3552,42227272,1854,0.4,j2k,7250416,123.03784289948332,0.9999999997860123,15723420,2.6856289534973943,5.957790731512131,6.052795648574829,5.061489820480347,True
666.dcm,mr_16b,16,5944x3552,42227272,1854,0.4,jls,7250416,123.03784289948332,0.9999999997860123,15166250,2.7842922278084563,5.746672395814388,2.108048677444458,5.165086507797241,True
666.dcm,mr_16b,16,5944x3552,42227272,1854,0.4,png,7250416,123.03784289948332,0.9999999997860123,18669112,2.261878979567962,7.073948443733101,2.9165475368499756,3.3032643795013428,True
666.dcm,mr_16b,16,5944x3552,42227272,1854,0.8,jxl,7250416,111.35407471718787,0.9999999943404806,9407600,4.488633870487691,3.5646514616904925,8.742087364196777,5.87943172454834,True
666.dcm,mr_16b,16,5944x3552,42227272,1854,0.8,j2k,7250416,111.35407471718787,0.9999999943404806,15723421,2.6856287826930285,5.957791110424018,6.754052400588989,4.695718765258789,True
666.dcm,mr_16b,16,5944x3552,42227272,1854,0.8,jls,7250416,111.35407471718787,0.9999999943404806,15166227,2.7842964502641294,5.746663680841002,1.5275297164916992,4.68558669090271,True
666.dcm,mr_16b,16,5944x3552,42227272,1854,0.8,png,7250416,111.35407471718787,0.9999999943404806,18669197,2.261868681336428,7.073980651243438,2.681558132171631,3.172677993774414,True
777.dcm,mr_16b,16,4808x3024,29079880,1856,0.4,jxl,3321648,124.58093498882454,0.9999999998715542,4985938,5.832378982650807,2.743409353018338,4.810751438140869,4.433883905410767,True
777.dcm,mr_16b,16,4808x3024,29079880,1856,0.4,j2k,3321648,124.58093498882454,0.9999999998715542,8399719,3.4620062885437,4.621771804488111,3.7811710834503174,3.299638509750366,True
777.dcm,mr_16b,16,4808x3024,29079880,1856,0.4,jls,3321648,124.58093498882454,0.9999999998715542,8077215,3.6002359724236634,4.4443206428439375,1.1900010108947754,4.5160605907440186,True
777.dcm,mr_16b,16,4808x3024,29079880,1856,0.4,png,3321648,124.58093498882454,0.9999999998715542,10354621,2.808396367187172,5.69741623308595,1.606950044631958,3.6616342067718506,True
777.dcm,mr_16b,16,4808x3024,29079880,1856,0.8,jxl,3321648,114.11153778520242,0.9999999985631484,4987452,5.830608495079251,2.744242400232417,5.854658365249634,3.751445770263672,True
777.dcm,mr_16b,16,4808x3024,29079880,1856,0.8,j2k,3321648,114.11153778520242,0.9999999985631484,8399692,3.4620174168290934,4.62175694829605,3.1697628498077393,2.910182237625122,True
777.dcm,mr_16b,16,4808x3024,29079880,1856,0.8,jls,3321648,114.11153778520242,0.9999999985631484,8077212,3.6002373096063343,4.444318992155931,0.9801025390625,2.6121625900268555,True
777.dcm,mr_16b,16,4808x3024,29079880,1856,0.8,png,3321648,114.11153778520242,0.9999999985631484,10354678,2.8083809076438686,5.697447596158079,1.2646312713623047,2.302546977996826,True
999.dcm,mr_16b,16,4441x2206,19594788,1858,0.4,jxl,2652916,119.95640923652812,0.9999999991564151,4467115,4.386452553829485,3.6477984853492647,3.2768313884735107,4.161258697509766,True
999.dcm,mr_16b,16,4441x2206,19594788,1858,0.4,j2k,2652916,119.95640923652812,0.9999999991564151,6203380,3.158727661371704,5.065613974130041,2.714874505996704,1.946082592010498,True
999.dcm,mr_16b,16,4441x2206,19594788,1858,0.4,jls,2652916,119.95640923652812,0.9999999991564151,5896796,3.322955042026212,4.815260748204065,0.7685024738311768,1.5123624801635742,True
999.dcm,mr_16b,16,4441x2206,19594788,1858,0.4,png,2652916,119.95640923652812,0.9999999991564151,7744408,2.530185393124949,6.3240010101210125,0.8405203819274902,2.3415229320526123,True
999.dcm,mr_16b,16,4441x2206,19594788,1858,0.8,jxl,2652916,108.02985863926827,0.9999999861786789,4470318,4.383309643743465,3.6504140210022693,3.057835102081299,2.6865501403808594,True
999.dcm,mr_16b,16,4441x2206,19594788,1858,0.8,j2k,2652916,108.02985863926827,0.9999999861786789,6203365,3.1587352993093263,5.065601725289955,2.574314594268799,1.884472131729126,True
999.dcm,mr_16b,16,4441x2206,19594788,1858,0.8,jls,2652916,108.02985863926827,0.9999999861786789,5896835,3.322933064940769,4.815292595188288,0.9213566780090332,2.6050894260406494,True
999.dcm,mr_16b,16,4441x2206,19594788,1858,0.8,png,2652916,108.02985863926827,0.9999999861786789,7744441,2.530174611698895,6.324027957569202,0.9086334705352783,2.171963930130005,True
888.dcm,mr_16b,16,5266x2596,27342174,1859,0.4,jxl,4297584,121.22717299376436,0.99999999986394,8184312,3.3408029899153404,4.789460779006763,5.957769393920898,4.523334980010986,True
888.dcm,mr_16b,16,5266x2596,27342174,1859,0.4,j2k,4297584,121.22717299376436,0.99999999986394,11501608,2.3772479465479956,6.730742964284649,4.128318786621094,2.756775140762329,True
888.dcm,mr_16b,16,5266x2596,27342174,1859,0.4,jls,4297584,121.22717299376436,0.99999999986394,10963912,2.493833770281994,6.416083173329853,1.1148977279663086,3.9302029609680176,True
888.dcm,mr_16b,16,5266x2596,27342174,1859,0.4,png,4297584,121.22717299376436,0.99999999986394,14144630,1.9330427165645196,8.277439889701473,1.5033860206604004,2.03041934967041,True
888.dcm,mr_16b,16,5266x2596,27342174,1859,0.8,jxl,4297584,104.99466607185256,0.999999995477151,8185072,3.3404927898007495,4.789905531136453,5.16377854347229,3.742645025253296,True
888.dcm,mr_16b,16,5266x2596,27342174,1859,0.8,j2k,4297584,104.99466607185256,0.999999995477151,11502219,2.3771216666975303,6.731100521588912,4.27685022354126,2.652036190032959,True
888.dcm,mr_16b,16,5266x2596,27342174,1859,0.8,jls,4297584,104.99466607185256,0.999999995477151,10964397,2.4937234578426883,6.4163669954126155,1.0723633766174316,2.4001314640045166,True
888.dcm,mr_16b,16,5266x2596,27342174,1859,0.8,png,4297584,104.99466607185256,0.999999995477151,14144813,1.9330177076218682,8.2775469813327,1.4148004055023193,1.734947681427002,True
