Image_File,Modality,Bits_Stored,Original_Size_Bytes,Metadata_Size_Bytes,Message_Size_Bits,Beta,Codec,Percentile,PSNR_dB,SSIM,MSE,Restored_MSE,Final_Bin_Size_Bytes,Bpp,CR,Encoding_Speed_ms_MB,Decoding_Speed_ms_MB,Total_Encoding_Time_s,Decoding_Time_s,Reversibility_Check,Reversibility_Message
000.dcm,DX,12,13266236,9766,78128,0.8,JPEG 2000,90,47.92137966237534,0.9960235758331831,1.613845790463339e-05,0.0,5585221,6.738132278116414,2.3752392250906453,65.06951180425254,19.434751499973316,0.8232378959655762,0.2458820343017578,True,True
000.dcm,DX,12,13266236,9766,78128,0.8,JPEG-LS,90,47.92137966237534,0.9960235758331831,1.613845790463339e-05,0.0,5494004,6.628086102322664,2.41467534424802,61.6486846758945,18.546971424298498,0.7799587249755859,0.2346501350402832,True,True
007.dcm,DX,15,13266210,9838,78704,0.2,JPEG XL,90,72.58844357124329,0.9999683998877662,5.5100513077561045e-08,0.0,8602413,10.378138430867507,1.5421498595800969,62.04701644252579,13.235581224780853,0.784996747970581,0.1674518585205078,True,True
007.dcm,DX,15,13266210,9838,78704,0.2,JPEG 2000,90,72.58844357124329,0.9999683998877662,5.5100513077561045e-08,0.0,8812085,10.631091298984494,1.5054564271679176,75.99570638486801,22.847180920549274,0.9614706039428711,0.28905439376831055,True,True
007.dcm,DX,15,13266210,9838,78704,0.2,JPEG-LS,90,72.58844357124329,0.9999683998877662,5.5100513077561045e-08,0.0,8659779,10.447346022879788,1.5319340135585446,66.13079394943996,22.082512639254166,0.8366632461547852,0.27938008308410645,True,True
007.dcm,DX,15,13266210,9838,78704,0.8,JPEG XL,90,40.53126789931443,0.9972868147097679,8.848572428190503e-05,0.0,8616047,10.394586785458998,1.5397095675081625,80.26205299026624,12.235747813429759,1.0154469013214111,0.1548023223876953,True,True
007.dcm,DX,15,13266210,9838,78704,0.8,JPEG 2000,90,40.53126789931443,0.9972868147097679,8.848572428190503e-05,0.0,8822474,10.643624814889657,1.503683660614925,77.65912419598364,23.340633835888323,0.9825155735015869,0.29529738426208496,True,True
007.dcm,DX,15,13266210,9838,78704,0.8,JPEG-LS,90,40.53126789931443,0.9972868147097679,8.848572428190503e-05,0.0,8670365,10.460117203876234,1.530063613238889,77.27992772615539,22.729343949779174,0.9777181148529053,0.2875635623931885,True,True
003.dcm,DX,12,13266234,9765,78120,0.2,JPEG XL,90,70.20285649209474,0.9999353453874734,9.543646637336108e-08,0.0,5498076,6.632998651823657,2.4128866170638603,50.158300388791574,13.484855611622711,0.6345860958099365,0.17060589790344238,True,True
003.dcm,DX,12,13266234,9765,78120,0.2,JPEG 2000,90,70.20285649209474,0.9999353453874734,9.543646637336108e-08,0.0,5596256,6.751445142493493,2.3705552426479417,49.828534608993024,19.393390015583925,0.6304140090942383,0.24535870552062988,True,True
003.dcm,DX,12,13266234,9765,78120,0.2,JPEG-LS,90,70.20285649209474,0.9999353453874734,9.543646637336108e-08,0.0,5489240,6.622338708947729,2.4167706276278684,50.41151844600359,17.88706576410457,0.6377897262573242,0.2263011932373047,True,True
003.dcm,DX,12,13266234,9765,78120,0.8,JPEG XL,90,48.19574031129564,0.9962295711884385,1.5150465223476273e-05,0.0,5518449,6.657577082811807,2.4039787266313417,58.7285170757579,13.157973091685252,0.7430136203765869,0.16647028923034668,True,True
003.dcm,DX,12,13266234,9765,78120,0.8,JPEG 2000,90,48.19574031129564,0.9962295711884385,1.5150465223476273e-05,0.0,5611599,6.76995527191239,2.364073769348095,64.31380601307048,20.352610997212924,0.8136768341064453,0.2574944496154785,True,True
003.dcm,DX,12,13266234,9765,78120,0.8,JPEG-LS,90,48.19574031129564,0.9962295711884385,1.5150465223476273e-05,0.0,5501493,6.637120995056687,2.411387963231072,62.553377997101514,18.321910347729432,0.7914044857025146,0.23180270195007324,True,True
005.dcm,CT,12,526074,4806,38448,0.2,JPEG XL,90,55.48080562215798,0.997993574059404,2.8308668174536718e-06,0.0,128484,3.9210205078125,4.094470906883347,186.6334394020613,18.512129472279565,0.09363460540771484,0.009287595748901367,True,True
005.dcm,CT,12,526074,4806,38448,0.2,JPEG 2000,90,55.48080562215798,0.997993574059404,2.8308668174536718e-06,0.0,136962,4.17974853515625,3.841021597231349,47.32889289339523,14.170534943753161,0.023745059967041016,0.007109403610229492,True,True
005.dcm,CT,12,526074,4806,38448,0.2,JPEG-LS,90,55.48080562215798,0.997993574059404,2.8308668174536718e-06,0.0,140500,4.2877197265625,3.7442989323843414,56.24161239673506,15.07012321460479,0.02821660041809082,0.00756072998046875,True,True
005.dcm,CT,12,526074,4806,38448,0.8,JPEG XL,90,45.03899870207089,0.9822484293794677,3.134008209710971e-05,0.0,132492,4.0433349609375,3.970609546236754,167.9012838498006,23.904431695921105,0.08423662185668945,0.011992931365966797,True,True
005.dcm,CT,12,526074,4806,38448,0.8,JPEG 2000,90,45.03899870207089,0.9822484293794677,3.134008209710971e-05,0.0,140643,4.292083740234375,3.7404918837055523,72.26787486171148,14.441884601786061,0.036257028579711914,0.007245540618896484,True,True
005.dcm,CT,12,526074,4806,38448,0.8,JPEG-LS,90,45.03899870207089,0.9822484293794677,3.134008209710971e-05,0.0,144063,4.396453857421875,3.6516940505195645,61.08931443104962,14.555461779141337,0.03064870834350586,0.007302522659301758,True,True
001.dcm,CT,12,526056,4787,38296,0.2,JPEG XL,90,33.18890087309886,0.9918596984417671,0.000479854876536483,0.0,144015,4.394989013671875,3.6527861681074887,218.04997946986632,19.966030232522773,0.10939264297485352,0.010016679763793945,True,True
001.dcm,CT,12,526056,4787,38296,0.2,JPEG 2000,90,33.18890087309886,0.9918596984417671,0.000479854876536483,0.0,152157,4.643463134765625,3.457323685403892,80.5204198792524,17.87167145703119,0.04039597511291504,0.00896596908569336,True,True
001.dcm,CT,12,526056,4787,38296,0.2,JPEG-LS,90,33.18890087309886,0.9918596984417671,0.000479854876536483,0.0,155982,4.76019287109375,3.3725429857291225,56.562419210122115,16.112353057469168,0.02837657928466797,0.008083343505859375,True,True
001.dcm,CT,12,526056,4787,38296,0.8,JPEG XL,90,25.141535294897018,0.9476493160483368,0.003060881175870455,0.0,147819,4.511077880859375,3.5587847299738193,213.26151588424045,23.332591967395107,0.10699033737182617,0.011705636978149414,True,True
001.dcm,CT,12,526056,4787,38296,0.8,JPEG 2000,90,25.141535294897018,0.9476493160483368,0.003060881175870455,0.0,155655,4.750213623046875,3.3796280235135394,55.35532338762413,16.70211916602035,0.02777099609375,0.008379220962524414,True,True
001.dcm,CT,12,526056,4787,38296,0.8,JPEG-LS,90,25.141535294897018,0.9476493160483368,0.003060881175870455,0.0,159189,4.858062744140625,3.304600192224337,64.56774563924753,15.150478276077072,0.03239274024963379,0.0076007843017578125,True,True
004.dcm,CT,12,526234,5401,43208,0.2,JPEG XL,90,54.17653732503123,0.9973688750492271,3.82248920404422e-06,0.0,94496,2.8837890625,5.568849475110057,192.32081165413106,19.95642622863593,0.09651732444763184,0.010015249252319336,True,True
004.dcm,CT,12,526234,5401,43208,0.2,JPEG 2000,90,54.17653732503123,0.9973688750492271,3.82248920404422e-06,0.0,107186,3.27105712890625,4.909540425055511,55.85252948308167,16.26415244929062,0.028029918670654297,0.008162260055541992,True,True
004.dcm,CT,12,526234,5401,43208,0.2,JPEG-LS,90,54.17653732503123,0.9973688750492271,3.82248920404422e-06,0.0,111115,3.390960693359375,4.735940242091527,44.91395462854928,13.76953978648282,0.02254033088684082,0.0069103240966796875,True,True
004.dcm,CT,12,526234,5401,43208,0.8,JPEG XL,90,32.74838007218929,0.9789507677865843,0.0005310825022126506,0.0,98793,3.014923095703125,5.326632453716356,211.25012826993316,19.935998054097606,0.1060171127319336,0.010004997253417969,True,True
004.dcm,CT,12,526234,5401,43208,0.8,JPEG 2000,90,32.74838007218929,0.9789507677865843,0.0005310825022126506,0.0,112346,3.42852783203125,4.684047496128033,47.5382624459841,14.94914809761437,0.02385735511779785,0.007502317428588867,True,True
004.dcm,CT,12,526234,5401,43208,0.8,JPEG-LS,90,32.74838007218929,0.9789507677865843,0.0005310825022126506,0.0,116875,3.566741943359375,4.502536898395722,51.60869499120163,15.656057951405648,0.02590012550354004,0.007857084274291992,True,True
008.dcm,CT,12,526048,4747,37976,0.2,JPEG XL,90,38.552318711994516,0.9957966575298753,0.0001395623034548977,0.0,152226,4.64556884765625,3.4557040190243455,194.99503847557637,33.777811150313276,0.0978248119354248,0.016945600509643555,True,True
008.dcm,CT,12,526048,4747,37976,0.2,JPEG 2000,90,38.552318711994516,0.9957966575298753,0.0001395623034548977,0.0,156640,4.7802734375,3.3583248212461694,50.17650480564511,15.061838463410183,0.02517247200012207,0.00755620002746582,True,True
008.dcm,CT,12,526048,4747,37976,0.2,JPEG-LS,90,38.552318711994516,0.9957966575298753,0.0001395623034548977,0.0,163866,5.00079345703125,3.2102327511503304,58.9204787395827,15.320370004258166,0.02955913543701172,0.00768589973449707,True,True
008.dcm,CT,12,526048,4747,37976,0.8,JPEG XL,90,33.746053116086976,0.9721331115915693,0.0004220799169290132,0.0,155717,4.752105712890625,3.3782310216610902,189.7350621996472,17.74742989232922,0.09518599510192871,0.00890350341796875,True,True
008.dcm,CT,12,526048,4747,37976,0.8,JPEG 2000,90,33.746053116086976,0.9721331115915693,0.0004220799169290132,0.0,159744,4.875,3.29306891025641,74.15197852667437,17.779746334935215,0.0372004508972168,0.008919715881347656,True,True
008.dcm,CT,12,526048,4747,37976,0.8,JPEG-LS,90,33.746053116086976,0.9721331115915693,0.0004220799169290132,0.0,166717,5.087799072265625,3.1553350888031813,57.34267595352515,14.947305188880103,0.02876758575439453,0.007498741149902344,True,True
006.dcm,CT,12,526064,4798,38384,0.2,JPEG XL,90,44.57121440736441,0.9958309935822939,3.490426998484869e-05,0.0,150734,4.60003662109375,3.4900155240357185,168.65676039417258,18.265838377079596,0.08461403846740723,0.009163856506347656,True,True
006.dcm,CT,12,526064,4798,38384,0.2,JPEG 2000,90,44.57121440736441,0.9958309935822939,3.490426998484869e-05,0.0,153896,4.696533203125,3.41830846805635,73.08378828431522,20.775989233249188,0.03666567802429199,0.01042318344116211,True,True
006.dcm,CT,12,526064,4798,38384,0.2,JPEG-LS,90,44.57121440736441,0.9958309935822939,3.490426998484869e-05,0.0,157926,4.81951904296875,3.3310791130022923,51.6938053164634,16.3753839836978,0.025934457778930664,0.00821542739868164,True,True
006.dcm,CT,12,526064,4798,38384,0.8,JPEG XL,90,25.088169524579236,0.9592378470047387,0.003098725082538613,0.0,153940,4.6978759765625,3.417331427829024,181.14430943763497,19.02715258979896,0.09087896347045898,0.00954580307006836,True,True
006.dcm,CT,12,526064,4798,38384,0.8,JPEG 2000,90,25.088169524579236,0.9592378470047387,0.003098725082538613,0.0,157315,4.800872802734375,3.344016781616502,75.35775114814928,24.03272225432647,0.03780651092529297,0.012057065963745117,True,True
006.dcm,CT,12,526064,4798,38384,0.8,JPEG-LS,90,25.088169524579236,0.9592378470047387,0.003098725082538613,0.0,161019,4.913909912109375,3.267092703345568,54.69581647860336,13.911805407707048,0.027440547943115234,0.006979465484619141,True,True
002.dcm,CT,12,526048,4746,37968,0.2,JPEG XL,90,46.82727588794226,0.996265772296428,2.0762154151854942e-05,0.0,158886,4.84881591796875,3.3108518056971663,217.63508273009307,19.010622604781314,0.10918283462524414,0.009537220001220703,True,True
002.dcm,CT,12,526048,4746,37968,0.2,JPEG 2000,90,46.82727588794226,0.996265772296428,2.0762154151854942e-05,0.0,165400,5.047607421875,3.1804594921402662,64.22655347040575,33.07112658920859,0.032221078872680664,0.01659107208251953,True,True
002.dcm,CT,12,526048,4746,37968,0.2,JPEG-LS,90,46.82727588794226,0.996265772296428,2.0762154151854942e-05,0.0,171506,5.23394775390625,3.0672279687008035,51.17023541577955,16.467603716771094,0.025671005249023438,0.008261442184448242,True,True
002.dcm,CT,12,526048,4746,37968,0.8,JPEG XL,90,23.158127790111163,0.9530080241382498,0.0048326708984194255,0.0,162376,4.955322265625,3.2396905946691628,224.1881919520652,18.865673854857352,0.11247038841247559,0.009464502334594727,True,True
002.dcm,CT,12,526048,4746,37968,0.8,JPEG 2000,90,23.158127790111163,0.9530080241382498,0.0048326708984194255,0.0,168552,5.143798828125,3.1209834353789927,72.94011192894945,34.765838858811364,0.03659248352050781,0.017441272735595703,True,True
002.dcm,CT,12,526048,4746,37968,0.8,JPEG-LS,90,23.158127790111163,0.9530080241382498,0.0048326708984194255,0.0,174316,5.3197021484375,3.0177837949471074,54.067784688849684,15.06421467242533,0.027124643325805664,0.007557392120361328,True,True
009.dcm,CT,12,526080,4808,38464,0.2,JPEG XL,90,55.06961087594037,0.9978438885631388,3.1119951566606847e-06,0.0,138761,4.234649658203125,3.7912669986523593,189.37043795620437,23.39235477493917,0.09500885009765625,0.011736154556274414,True,True
009.dcm,CT,12,526080,4808,38464,0.2,JPEG 2000,90,55.06961087594037,0.9978438885631388,3.1119951566606847e-06,0.0,147441,4.499542236328125,3.568071296315136,50.17392791970803,14.85372947080292,0.025172710418701172,0.007452249526977539,True,True
009.dcm,CT,12,526080,4808,38464,0.2,JPEG-LS,90,55.06961087594037,0.9978438885631388,3.1119951566606847e-06,0.0,150318,4.58734130859375,3.4997804654133238,52.7780945863747,14.87036192214112,0.026479244232177734,0.007460594177246094,True,True
009.dcm,CT,12,526080,4808,38464,0.8,JPEG XL,90,44.66905955052202,0.981216724826869,3.412668037512667e-05,0.0,142724,4.3555908203125,3.685995347664023,198.9241180048662,17.7506272810219,0.09980201721191406,0.008905649185180664,True,True
009.dcm,CT,12,526080,4808,38464,0.8,JPEG 2000,90,44.66905955052202,0.981216724826869,3.412668037512667e-05,0.0,151245,4.615631103515625,3.478329862144203,65.39927387469587,20.381405869829685,0.03281140327453613,0.010225534439086914,True,True
009.dcm,CT,12,526080,4808,38464,0.8,JPEG-LS,90,44.66905955052202,0.981216724826869,3.412668037512667e-05,0.0,153720,4.691162109375,3.422326307572209,49.83415069951338,14.354280717761558,0.025002241134643555,0.007201671600341797,True,True
000.dcm,CT,12,526028,4767,38136,0.2,JPEG XL,90,44.587741263218554,0.9954245154557464,3.477169597065037e-05,0.0,150976,4.607421875,3.484182916490038,215.7437436790437,16.40929760392983,0.1082298755645752,0.008231878280639648,True,True
000.dcm,CT,12,526028,4767,38136,0.2,JPEG 2000,90,44.587741263218554,0.9954245154557464,3.477169597065037e-05,0.0,156785,4.784698486328125,3.355091367158848,70.82750347890226,21.78496201723102,0.03553128242492676,0.010928630828857422,True,True
000.dcm,CT,12,526028,4767,38136,0.2,JPEG-LS,90,44.587741263218554,0.9954245154557464,3.477169597065037e-05,0.0,163287,4.983123779296875,3.2214934440586207,52.56421711391789,15.070015284357487,0.026369333267211914,0.007560014724731445,True,True
000.dcm,CT,12,526028,4767,38136,0.8,JPEG XL,90,28.003853916302674,0.9621692687501179,0.0015834873868067682,0.0,154687,4.720672607421875,3.400596042330642,222.2657349038454,17.078463503843903,0.11150169372558594,0.008567571640014648,True,True
000.dcm,CT,12,526028,4767,38136,0.8,JPEG 2000,90,28.003853916302674,0.9621692687501179,0.0015834873868067682,0.0,160193,4.888702392578125,3.283714019963419,55.382508155459405,15.229702601382435,0.02778315544128418,0.00764012336730957,True,True
000.dcm,CT,12,526028,4767,38136,0.8,JPEG-LS,90,28.003853916302674,0.9621692687501179,0.0015834873868067682,0.0,166220,5.0726318359375,3.164649260016845,56.09729900309489,17.291379926543833,0.02814173698425293,0.008674383163452148,True,True
007.dcm,CT,12,526062,4798,38384,0.2,JPEG XL,90,38.44555245401104,0.9935162299065152,0.0001430358017355413,0.0,140486,4.28729248046875,3.7445866492034794,208.48398097562645,34.22077625831176,0.10459470748901367,0.017168283462524414,True,True
007.dcm,CT,12,526062,4798,38384,0.2,JPEG 2000,90,38.44555245401104,0.9935162299065152,0.0001430358017355413,0.0,148958,4.54583740234375,3.5316129378751056,49.09877542951211,16.479046196075746,0.02463245391845703,0.008267402648925781,True,True
007.dcm,CT,12,526062,4798,38384,0.2,JPEG-LS,90,38.44555245401104,0.9935162299065152,0.0001430358017355413,0.0,153501,4.684478759765625,3.427091680184494,48.86021039345172,14.330059954910258,0.024512767791748047,0.007189273834228516,True,True
007.dcm,CT,12,526062,4798,38384,0.8,JPEG XL,90,30.58510320957822,0.9577746953469959,0.000873956222875864,0.0,144410,4.40704345703125,3.64283636867253,206.85394497226562,16.27137105512278,0.10377693176269531,0.008163213729858398,True,True
007.dcm,CT,12,526062,4798,38384,0.8,JPEG 2000,90,30.58510320957822,0.9577746953469959,0.000873956222875864,0.0,152725,4.660797119140625,3.444504828940907,52.773247259828686,14.872296421334367,0.026475906372070312,0.0074613094329833984,True,True
007.dcm,CT,12,526062,4798,38384,0.8,JPEG-LS,90,30.58510320957822,0.9577746953469959,0.000873956222875864,0.0,157030,4.79217529296875,3.3500732344138062,52.00527694454266,17.33208253019606,0.026090621948242188,0.008695363998413086,True,True
003.dcm,CT,12,526048,4748,37984,0.2,JPEG XL,90,41.66154480877411,0.9958927154483297,6.820960257688692e-05,0.0,157716,4.8131103515625,3.3354130208729615,204.44237027799744,21.907221394245393,0.10256433486938477,0.010990381240844727,True,True
003.dcm,CT,12,526048,4748,37984,0.2,JPEG 2000,90,41.66154480877411,0.9958927154483297,6.820960257688692e-05,0.0,161876,4.9400634765625,3.2496972991672637,55.79671436827058,15.728127471257375,0.02799201011657715,0.007890462875366211,True,True
003.dcm,CT,12,526048,4748,37984,0.2,JPEG-LS,90,41.66154480877411,0.9958927154483297,6.820960257688692e-05,0.0,168401,5.139190673828125,3.1237819252854795,52.14353062838372,14.991502676561835,0.026159286499023438,0.007520914077758789,True,True
003.dcm,CT,12,526048,4748,37984,0.8,JPEG XL,90,34.2863505582623,0.9706111680106511,0.0003727047641117214,0.0,161214,4.91986083984375,3.263041671318868,209.58781327939656,22.381037471865685,0.10514569282531738,0.011228084564208984,True,True
003.dcm,CT,12,526048,4748,37984,0.8,JPEG 2000,90,34.2863505582623,0.9706111680106511,0.0003727047641117214,0.0,165128,5.039306640625,3.185698367327164,59.66708361214186,17.23084205243628,0.029933691024780273,0.008644342422485352,True,True
003.dcm,CT,12,526048,4748,37984,0.8,JPEG-LS,90,34.2863505582623,0.9706111680106511,0.0003727047641117214,0.0,171223,5.225311279296875,3.0722975301215376,54.29827696331893,17.673292171056634,0.027240276336669922,0.008866310119628906,True,True
